Allele.name	Allele.primaryIdentifier	Allele.symbol	Allele.publications.pubMedId	Allele.projectCollection
cystatin 12; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4458538	Cst12<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cystatin A1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432400	Csta1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cystatin A1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4434395	Csta1<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
cystatin B; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4451968	Cstb<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cystatin B; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4451985	Cstb<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
cystatin C; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4458863	Cst3<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cystatin E/M; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4840596	Cst6<tm2a(EUCOMM)Wtsi>	21677750	EUCOMM
cystatin E/M; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:4840675	Cst6<tm2e(EUCOMM)Wtsi>	21677750	EUCOMM
cystatin F (leukocystatin); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4363668	Cst7<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cystatin F (leukocystatin); targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4452690	Cst7<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
cystatin F (leukocystatin); targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:4452703	Cst7<tm2e(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine and tyrosine-rich protein 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4363885	Cyyr1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine and tyrosine-rich protein 1; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4363973	Cyyr1<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine and tyrosine-rich protein 1; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:4363950	Cyyr1<tm2e(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine-rich C-terminal 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4940751	Crct1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine-rich C-terminal 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4940779	Crct1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine rich, DPF motif domain containing 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432122	Cdpf1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cysteine rich, DPF motif domain containing 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4432595	Cdpf1<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
cysteine rich, DPF motif domain containing 1; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:5472927	Cdpf1<tm2a(EUCOMM)Wtsi>	21677750	EUCOMM
cysteine-rich hydrophobic domain 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4868091	Chic2<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cysteine-rich hydrophobic domain 2; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5637077	Chic2<tm1b(EUCOMM)Wtsi>	27626380	EUCOMM
cysteine-rich hydrophobic domain 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4881089	Chic2<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
cysteine-rich PDZ-binding protein; targeted mutation 1.1, Velocigene	MGI:5523317	Cript<tm1.1(KOMP)Vlcg>	27250922	KOMP-Regeneron
cysteine-rich PDZ-binding protein; targeted mutation 1.1, Velocigene	MGI:5523317	Cript<tm1.1(KOMP)Vlcg>	27626380	KOMP-Regeneron
cysteine-rich perinuclear theca 4; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5473163	Cypt4<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cysteine-rich perinuclear theca 4; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5472739	Cypt4<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
cysteine-rich protein 1 (intestinal); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5286259	Crip1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine-rich protein 1 (intestinal); targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5293938	Crip1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine rich protein 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4849417	Crip2<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cysteine rich protein 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4849423	Crip2<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
cysteine-rich protein 3; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4365192	Crip3<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine-rich protein 3; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5007985	Crip3<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine-rich secretory protein 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4456670	Crisp1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine-rich secretory protein 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4456668	Crisp1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine-rich secretory protein 4; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4363007	Crisp4<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine-rich secretory protein 4; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4363784	Crisp4<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine-rich secretory protein 4; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:4364014	Crisp4<tm2e(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine-rich secretory protein LCCL domain containing 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4364779	Crispld1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine-rich secretory protein LCCL domain containing 2; targeted mutation 1.1, Velocigene	MGI:5548696	Crispld2<tm1.1(KOMP)Vlcg>	27626380	KOMP-Regeneron
cysteine-rich secretory protein LCCL domain containing 2; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4431444	Crispld2<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
cysteine-rich transmembrane module containing 1; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH	MGI:5548508	Cystm1<tm1b(EUCOMM)Hmgu>	27626380	EUCOMM
cysteine-rich with EGF-like domains 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4433580	Creld1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cysteine-rich with EGF-like domains 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4432222	Creld1<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
cysteine-rich with EGF-like domains 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4431889	Creld2<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cysteine-rich with EGF-like domains 2; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH	MGI:5548672	Creld2<tm1b(EUCOMM)Hmgu>	27626380	EUCOMM
cysteine-rich with EGF-like domains 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4433668	Creld2<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
cysteine-serine-rich nuclear protein 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4842280	Csrnp2<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cysteine-serine-rich nuclear protein 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4842470	Csrnp2<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
cysteinyl leukotriene receptor 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4451682	Cysltr1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cystin 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5293960	Cys1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytidine 5'-triphosphate synthase; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5286254	Ctps<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytidine 5'-triphosphate synthase; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5293936	Ctps<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytidine and dCMP deaminase domain containing 1; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4840647	Cdadc1<tm2a(EUCOMM)Wtsi>	21677750	EUCOMM
cytidine and dCMP deaminase domain containing 1; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:4840705	Cdadc1<tm2e(EUCOMM)Wtsi>	21677750	EUCOMM
cytidine deaminase; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432943	Cda<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cytidine deaminase; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4432628	Cda<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
cytidine monophosphate (UMP-CMP) kinase 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4441825	Cmpk1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cytidine monophosphate (UMP-CMP) kinase 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4441883	Cmpk1<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4840944	Cmpk2<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytidine monophospho-N-acetylneuraminic acid hydroxylase; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4442043	Cmah<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome b-245, alpha polypeptide; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432216	Cyba<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome b-245, alpha polypeptide; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4433739	Cyba<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome b-245, beta polypeptide; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4365183	Cybb<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome b-245, beta polypeptide; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5319826	Cybb<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome b-245, beta polypeptide; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4847712	Cybb<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome b-245, beta polypeptide; targeted mutation 2b, Wellcome Trust Sanger Institute	MGI:5548926	Cybb<tm2b(KOMP)Wtsi>	27626380	KOMP-CSD
cytochrome b-561 domain containing 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5051008	Cyb561d2<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome b-561 domain containing 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5051022	Cyb561d2<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome b-561; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432734	Cyb561<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome b-561; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5636891	Cyb561<tm1b(EUCOMM)Wtsi>	27626380	EUCOMM
cytochrome b5 domain containing 1; targeted mutation 1.1, Velocigene	MGI:5471394	Cyb5d1<tm1.1(KOMP)Vlcg>	27626380	KOMP-Regeneron
cytochrome b5 domain containing 1; targeted mutation 1.1, Velocigene	MGI:5471394	Cyb5d1<tm1.1(KOMP)Vlcg>	28700664	KOMP-Regeneron
cytochrome b5 domain containing 2; targeted mutation 1.1, Wellcome Trust Sanger Institute	MGI:5515784	Cyb5d2<tm1.1(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome b5 domain containing 2; targeted mutation 1.1, Wellcome Trust Sanger Institute	MGI:5515784	Cyb5d2<tm1.1(KOMP)Wtsi>	27626380	KOMP-CSD
cytochrome b5 domain containing 2; targeted mutation 1.1, Wellcome Trust Sanger Institute	MGI:5515784	Cyb5d2<tm1.1(KOMP)Wtsi>	28700664	KOMP-CSD
cytochrome b5 domain containing 2; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4420071	Cyb5d2<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome b5 reductase 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4420037	Cyb5r1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome b5 reductase 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5427214	Cyb5r1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome b5 reductase 2; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH	MGI:4455692	Cyb5r2<tm1a(EUCOMM)Hmgu>	24391134	EUCOMM
cytochrome b5 reductase 2; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH	MGI:5548826	Cyb5r2<tm1b(EUCOMM)Hmgu>	25849460	EUCOMM
cytochrome b5 reductase 2; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH	MGI:5548826	Cyb5r2<tm1b(EUCOMM)Hmgu>	27626380	EUCOMM
cytochrome b5 reductase 3; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362273	Cyb5r3<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome b5 reductase 3; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5471295	Cyb5r3<tm1b(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome b5 reductase-like; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362613	Cyb5rl<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome b5 reductase-like; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4364498	Cyb5rl<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome b5 reductase-like; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:4431397	Cyb5rl<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome b5 reductase-like; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:4431512	Cyb5rl<tm2e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome b5 type A (microsomal); targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4363796	Cyb5a<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome b5 type A (microsomal); targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4362935	Cyb5a<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome b reductase 1; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH	MGI:5637161	Cybrd1<tm1b(EUCOMM)Hmgu>	27626380	EUCOMM
cytochrome c oxidase assembly factor 4; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4419210	Coa4<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome c oxidase assembly factor 4; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4419326	Coa4<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome C oxidase assembly factor 5; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4419860	Coa5<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome C oxidase assembly factor 5; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5513757	Coa5<tm1b(KOMP)Wtsi>	27626380	KOMP-CSD
cytochrome C oxidase assembly factor 5; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4419675	Coa5<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome C oxidase assembly factor 5; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:5473113	Coa5<tm2a(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome c oxidase assembly factor 7; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4456743	Coa7<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome c oxidase assembly factor 7; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4456767	Coa7<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome c oxidase assembly protein 14; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4432191	Cox14<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome c oxidase assembly protein 17; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5289813	Cox17<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome c oxidase assembly protein 19; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH	MGI:5513759	Cox19<tm1b(EUCOMM)Hmgu>	27626380	EUCOMM
cytochrome c oxidase subunit 4I1; targeted mutation 1.1, Velocigene	MGI:5548923	Cox4i1<tm1.1(KOMP)Vlcg>	27626380	KOMP-Regeneron
cytochrome c oxidase subunit Vb; targeted mutation 2b, Helmholtz Zentrum Muenchen GmbH	MGI:5613669	Cox5b<tm2b(EUCOMM)Hmgu>	27626380	EUCOMM
cytochrome c oxidase subunit VIa polypeptide 1; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419915	Cox6a1<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome c oxidase subunit VIa polypeptide 1; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4419915	Cox6a1<tm1(KOMP)Wtsi>	25152455	KOMP-CSD
cytochrome c oxidase subunit VIa polypeptide 2; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4431401	Cox6a2<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome c oxidase subunit VIIa 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5051005	Cox7a1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome c oxidase subunit VIIa 1; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5605757	Cox7a1<tm1b(EUCOMM)Wtsi>	27626380	EUCOMM
cytochrome c oxidase subunit VIIc; targeted mutation 1b, Mouse Biology Program, UCDavis	MGI:5463977	Cox7c<tm1b(KOMP)Mbp>	27626380	KOMP-CSD
cytochrome c oxidase subunit VIIIb; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4840975	Cox8b<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome c oxidase subunit VIIIb; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4841246	Cox8b<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 11, subfamily a, polypeptide 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4456025	Cyp11a1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome P450, family 11, subfamily b, polypeptide 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4362538	Cyp11b2<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 11, subfamily b, polypeptide 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4362513	Cyp11b2<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 17, subfamily a, polypeptide 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4433317	Cyp17a1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome P450, family 17, subfamily a, polypeptide 1; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5605834	Cyp17a1<tm1b(EUCOMM)Wtsi>	27626380	EUCOMM
cytochrome P450, family 1, subfamily b, polypeptide 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4364859	Cyp1b1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 1, subfamily b, polypeptide 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4363165	Cyp1b1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 20, subfamily a, polypeptide 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4842859	Cyp20a1<tm1a(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome P450, family 20, subfamily a, polypeptide 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4452787	Cyp20a1<tm1e(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome P450, family 24, subfamily a, polypeptide 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4364118	Cyp24a1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 24, subfamily a, polypeptide 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4363947	Cyp24a1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 24, subfamily a, polypeptide 1; targeted mutation 2a, Wellcome Trust Sanger Institute	MGI:5302291	Cyp24a1<tm2a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 27, subfamily b, polypeptide 1; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH	MGI:5588267	Cyp27b1<tm1b(EUCOMM)Hmgu>	27626380	EUCOMM
cytochrome P450, family 2, subfamily ab, polypeptide 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5307103	Cyp2ab1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily ab, polypeptide 1; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5572037	Cyp2ab1<tm1b(KOMP)Wtsi>	27626380	KOMP-CSD
cytochrome P450, family 2, subfamily a, polypeptide 5; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4363972	Cyp2a5<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily b, polypeptide 10; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4364945	Cyp2b10<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily b, polypeptide 10; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4364727	Cyp2b10<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily b, polypeptide 13; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4431428	Cyp2b13<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily b, polypeptide 13; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5637203	Cyp2b13<tm1b(KOMP)Wtsi>	27626380	KOMP-CSD
cytochrome P450, family 2, subfamily b, polypeptide 13; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4431505	Cyp2b13<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily b, polypeptide 19; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4841433	Cyp2b19<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily b, polypeptide 19; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4843853	Cyp2b19<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily b, polypeptide 19; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:5473210	Cyp2b19<tm2e(EUCOMM)Wtsi>	21677750	EUCOMM
cytochrome P450, family 2, subfamily c, polypeptide 29; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4364332	Cyp2c29<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily c, polypeptide 29; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4363278	Cyp2c29<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily c, polypeptide 39; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4820054	Cyp2c39<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily c, polypeptide 39; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4820037	Cyp2c39<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily c, polypeptide 55; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5427186	Cyp2c55<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily c, polypeptide 65; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:5050170	Cyp2c65<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily c, polypeptide 65; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:5427138	Cyp2c65<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily c, polypeptide 66; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4947756	Cyp2c66<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily c, polypeptide 70; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4365186	Cyp2c70<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily c, polypeptide 70; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4364968	Cyp2c70<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily c, polypeptide 70; targeted mutation 2e, Wellcome Trust Sanger Institute	MGI:4419415	Cyp2c70<tm2e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily d, polypeptide 22; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4458652	Cyp2d22<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily d, polypeptide 22; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4458609	Cyp2d22<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily d, polypeptide 37, pseudogene; targeted mutation 1, Wellcome Trust Sanger Institute	MGI:4841322	Cyp2d37-ps<tm1(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily e, polypeptide 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4419612	Cyp2e1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily e, polypeptide 1; targeted mutation 1b, Wellcome Trust Sanger Institute	MGI:5548927	Cyp2e1<tm1b(KOMP)Wtsi>	27626380	KOMP-CSD
cytochrome P450, family 2, subfamily e, polypeptide 1; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4419125	Cyp2e1<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily f, polypeptide 2; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4818585	Cyp2f2<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily f, polypeptide 2; targeted mutation 1e, Wellcome Trust Sanger Institute	MGI:4818587	Cyp2f2<tm1e(KOMP)Wtsi>	21677750	KOMP-CSD
cytochrome P450, family 2, subfamily g, polypeptide 1; targeted mutation 1a, Wellcome Trust Sanger Institute	MGI:4880945	Cyp2g1<tm1a(KOMP)Wtsi>	21677750	KOMP-CSD
